@RELATION svmSMSnorer
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {NotSnoring,Snoring}

@DATA
0.025730,0.016093,3.008936,0.148640,0.226111,0.096556,0.009292,0.012223,-28.459281,2.854346,0.107776,0.244974,0.486836,0.875637,0.081499,-0.166239,-0.111778,0.049097,-0.013451,0.103655,0.067645,0.008298,0.000343,0.069887,0.006987,0.038071,0.003437,0.152971,0.001807,0.001603,0.008600,0.044904,0.000514,0.057662,0.015760,0.017694,0.184357,0.033874,0.024069,0.062143,0.005997,0.007090,1.815444,0.383451,0.222707,0.185572,0.166859,0.291327,0.172682,0.180370,0.154186,0.145227,0.168219,0.145321,0.133072,0.009647,0.000295,0.053887,0.010951,0.033780,0.003431,0.093689,0.002209,0.001386,0.009292,0.045225,0.000390,0.017927,Snoring
0.095145,0.020855,2.962221,0.205448,0.225198,0.749404,0.008997,0.139338,-26.308282,1.643981,0.481756,0.673075,0.267034,0.381472,0.382274,-0.204526,0.113557,0.372966,-0.105944,0.217555,0.306617,0.001599,0.000531,0.140257,0.001423,0.026004,0.002398,0.090455,0.001027,0.003446,0.007117,0.011077,0.000651,0.049438,0.037519,0.010595,0.207012,0.027482,0.010643,0.333065,0.008543,0.071738,1.546942,0.493964,0.273834,0.193597,0.179292,0.163283,0.222344,0.228103,0.158035,0.184637,0.172393,0.157221,0.162884,0.001380,0.000546,0.087508,0.001269,0.023473,0.002551,0.057742,0.001322,0.003459,0.006094,0.011417,0.000653,0.019444,Snoring
0.011965,0.024935,3.126570,0.058286,0.088152,0.088786,0.010987,0.012323,-36.396571,1.189218,0.647207,0.713812,0.067489,0.032690,-0.275270,-0.049358,-0.205307,-0.183981,-0.011837,-0.041761,0.123540,0.023960,0.000306,0.031688,0.016195,0.096590,0.014969,0.017226,0.000175,0.001816,0.008840,0.025045,0.000346,0.038334,0.008201,0.008582,0.119983,0.024864,0.030577,0.092366,0.025366,0.023009,2.450606,0.354171,0.243143,0.294096,0.141562,0.111751,0.135200,0.097991,0.097967,0.101591,0.076453,0.074172,0.074215,0.024626,0.000277,0.021066,0.018657,0.025054,0.014131,0.012012,0.000177,0.002019,0.009215,0.020581,0.000450,0.004167,Snoring
0.044047,0.010144,2.789683,0.176249,0.221968,0.229387,0.007034,0.015472,-27.816506,1.871294,0.265718,0.426453,0.229587,0.209179,-0.006148,0.123185,0.014596,0.103244,0.077422,0.020581,0.091618,0.002036,0.000646,0.113253,0.002753,0.027295,0.001608,0.211453,0.000379,0.000912,0.003460,0.027600,0.000633,0.071117,0.018963,0.009945,0.227140,0.017827,0.010370,0.131011,0.003867,0.021093,0.721135,0.285608,0.207997,0.160177,0.186711,0.174788,0.160401,0.143676,0.148663,0.136104,0.147637,0.140854,0.129533,0.001599,0.000569,0.084482,0.003098,0.023600,0.001508,0.096131,0.000372,0.000941,0.003351,0.030229,0.000609,0.019158,Snoring
0.065018,0.023741,3.015908,0.193162,0.220188,0.384380,0.007206,0.058630,-26.839994,2.149882,0.453174,0.429928,0.160930,0.359353,0.097970,0.056723,-0.008117,0.258583,0.174600,0.151006,0.173999,0.003141,0.000481,0.081623,0.003120,0.029742,0.002438,0.155202,0.000454,0.002233,0.004373,0.066446,0.000726,0.059312,0.037817,0.023758,0.166095,0.031676,0.010333,0.279400,0.005551,0.086380,0.890232,0.300953,0.208367,0.199710,0.230648,0.195429,0.191979,0.159161,0.158284,0.178957,0.173569,0.207012,0.183938,0.004126,0.000433,0.053136,0.003602,0.026952,0.003440,0.099327,0.000443,0.002704,0.004057,0.056040,0.000796,0.022079,Snoring
0.038829,0.038526,2.993260,0.150393,0.204717,0.223078,0.008152,0.025544,-27.363348,2.229413,0.551785,0.376869,0.170435,0.095539,0.025262,-0.020569,0.012136,0.369730,0.240807,0.379760,0.198446,0.001201,0.000343,0.073118,0.001724,0.030374,0.002459,0.229925,0.000429,0.005424,0.004976,0.030440,0.000545,0.071650,0.028462,0.036341,0.186521,0.034157,0.016983,0.178407,0.005782,0.033350,1.555605,0.384208,0.238376,0.240527,0.270468,0.261194,0.172632,0.212672,0.162448,0.177895,0.205054,0.189914,0.177053,0.001121,0.000339,0.058480,0.002511,0.025581,0.002687,0.099097,0.000445,0.006525,0.006216,0.025129,0.000545,0.019413,Snoring
0.104233,0.013905,2.990546,0.201257,0.192115,0.937065,0.005119,0.138884,-30.939161,1.031274,0.833235,0.401729,0.714223,-0.096363,0.316432,-0.001662,0.159207,0.185602,-0.199685,0.190405,0.025940,0.002917,0.000661,0.076627,0.002275,0.023104,0.001906,0.097783,0.001433,0.001732,0.004739,0.051303,0.000707,0.045652,0.049364,0.018537,0.274166,0.034420,0.030710,0.499028,0.003755,0.103498,2.573706,0.756373,0.286966,0.334941,0.306171,0.251919,0.208463,0.208837,0.151705,0.184270,0.222130,0.160943,0.146708,0.003174,0.000604,0.063803,0.002643,0.023393,0.001846,0.076326,0.002074,0.001784,0.005092,0.038788,0.000677,0.020923,Snoring
0.071670,0.011288,3.029025,0.156598,0.186152,0.467415,0.003750,0.064201,-28.288583,2.208603,0.134318,0.384146,0.241615,0.196647,-0.017141,0.034105,-0.021066,0.079547,0.162465,-0.096717,0.028201,0.011267,0.001928,0.089517,0.008433,0.022226,0.010520,0.093717,0.001292,0.004281,0.011588,0.036019,0.002570,0.037163,0.027662,0.006292,0.236739,0.024540,0.016098,0.269207,0.002095,0.052620,0.944624,0.298087,0.349295,0.183235,0.180391,0.198000,0.181658,0.183824,0.148240,0.144818,0.178682,0.154122,0.120450,0.009156,0.001391,0.051698,0.007378,0.013643,0.010076,0.050890,0.000941,0.003185,0.009544,0.030604,0.001641,0.014631,Snoring
0.055064,0.015575,3.058800,0.134811,0.176676,0.342887,0.004843,0.048775,-28.476407,2.225317,-0.137232,0.301552,0.407782,0.302837,-0.195332,-0.149214,-0.092310,0.187469,0.162239,-0.141166,0.147905,0.014046,0.001972,0.057655,0.007883,0.024499,0.015531,0.073968,0.002742,0.007804,0.013718,0.037780,0.005279,0.028773,0.014828,0.009573,0.280930,0.021338,0.021342,0.128144,0.001938,0.020342,1.596600,0.325887,0.352665,0.216166,0.213260,0.202095,0.208028,0.173610,0.155817,0.162772,0.141854,0.132222,0.151669,0.011438,0.001571,0.036245,0.006419,0.014757,0.013818,0.047795,0.002618,0.005196,0.008513,0.025317,0.004408,0.011626,Snoring
0.008721,0.016791,2.638310,0.103399,0.192843,0.059224,0.035984,0.006425,-28.579638,2.678377,0.488258,0.318356,0.240395,-0.033623,-0.041031,0.135515,0.110328,0.229354,-0.000623,0.149326,-0.046839,0.003714,0.000791,0.056848,0.001755,0.048782,0.001657,0.214204,0.000123,0.001787,0.006942,0.016500,0.002954,0.067046,0.006153,0.015788,0.259101,0.029400,0.029763,0.053785,0.033314,0.003725,1.824643,0.345459,0.207143,0.147812,0.171876,0.219509,0.193669,0.123583,0.124934,0.138271,0.102010,0.105345,0.108746,0.003759,0.001057,0.056727,0.001813,0.036002,0.001622,0.128889,0.000165,0.001653,0.006275,0.013191,0.003533,0.028910,Snoring
0.052917,0.010253,2.904089,0.161210,0.213753,0.298568,0.005427,0.038321,-27.054708,3.186073,0.106604,0.264493,0.032452,0.460052,0.152961,0.345407,0.112038,-0.108189,0.103442,-0.200844,0.029755,0.012049,0.002702,0.099127,0.010317,0.028801,0.005879,0.089026,0.000711,0.002154,0.010366,0.044533,0.002243,0.040167,0.020286,0.008213,0.207859,0.026588,0.014209,0.192678,0.002193,0.045147,1.760554,0.541464,0.367016,0.240371,0.206005,0.321403,0.159326,0.220162,0.148794,0.159192,0.157757,0.172014,0.160493,0.010090,0.002818,0.054879,0.008569,0.018356,0.005019,0.052278,0.000795,0.001730,0.010077,0.028213,0.002790,0.013622,Snoring
0.038857,0.015745,2.930318,0.168538,0.236976,0.144060,0.007606,0.013503,-27.390215,2.982671,0.376493,0.333965,0.068179,0.392692,0.092806,0.163325,0.034915,-0.042787,0.040630,-0.086251,0.022168,0.008218,0.002269,0.113309,0.014661,0.032084,0.003886,0.120061,0.000435,0.001660,0.006672,0.040566,0.001059,0.053998,0.015237,0.012095,0.188933,0.017560,0.013705,0.075953,0.004361,0.007781,1.358424,0.414413,0.300357,0.236999,0.249699,0.281817,0.148454,0.163465,0.134136,0.186518,0.145894,0.169045,0.147642,0.010518,0.003339,0.071047,0.015983,0.019338,0.003749,0.084168,0.000589,0.001625,0.006186,0.035351,0.001300,0.017906,Snoring
0.033380,0.026493,2.920541,0.142792,0.211645,0.146078,0.009874,0.021688,-25.163543,2.482652,-0.099314,0.439991,0.302033,-0.152925,-0.043046,0.241976,-0.110535,-0.155414,0.092528,0.061988,0.050956,0.005490,0.002039,0.036304,0.005146,0.047315,0.006490,0.190325,0.000513,0.002686,0.005001,0.010800,0.000748,0.055201,0.011910,0.013811,0.174933,0.014533,0.015427,0.069676,0.007699,0.009582,1.045675,0.158779,0.223499,0.158606,0.180617,0.184845,0.159568,0.170403,0.144588,0.191567,0.135686,0.146803,0.116201,0.005161,0.001791,0.027446,0.003818,0.029734,0.005739,0.095099,0.000571,0.003270,0.005012,0.007848,0.000669,0.023059,Snoring
0.031452,0.013270,2.853510,0.135442,0.197654,0.237928,0.029520,0.037114,-28.442583,2.287930,0.347190,0.517642,0.367859,0.290116,-0.114011,0.134611,-0.076095,0.037124,-0.053420,-0.006390,0.073019,0.007767,0.000249,0.032460,0.001603,0.062553,0.001232,0.197049,0.000172,0.000491,0.006009,0.011893,0.000320,0.062672,0.027616,0.012949,0.247333,0.031949,0.023932,0.223137,0.035149,0.043834,1.778417,0.328283,0.220183,0.182809,0.212614,0.156205,0.182871,0.133265,0.140428,0.123206,0.121381,0.119202,0.138139,0.014932,0.000276,0.031152,0.002081,0.045530,0.001465,0.122412,0.000226,0.000508,0.007416,0.013294,0.000412,0.025869,Snoring
0.008897,0.016015,2.533052,0.083961,0.161390,0.038224,0.018906,0.013875,-27.932662,2.832371,-0.007644,0.062424,-0.271332,0.995988,0.225675,0.080968,0.025853,-0.069845,0.301059,-0.058542,0.101633,0.004213,0.000998,0.079386,0.003238,0.030864,0.006179,0.202554,0.004410,0.002596,0.003634,0.019766,0.000758,0.063311,0.005052,0.010017,0.323443,0.024862,0.037680,0.024566,0.020912,0.007855,2.488756,0.483704,0.246509,0.327552,0.329790,0.364109,0.206554,0.154845,0.141749,0.127466,0.177944,0.129748,0.107413,0.003804,0.000920,0.043850,0.002463,0.024073,0.006351,0.100216,0.004664,0.002577,0.002349,0.016292,0.000798,0.022919,Snoring
0.039959,0.004458,2.777640,0.135868,0.194893,0.257900,0.006552,0.033693,-30.779217,2.392467,-0.294782,0.147137,0.726141,0.403411,0.070284,0.492862,-0.013544,0.093514,-0.335157,0.153405,-0.206675,0.010209,0.006329,0.086586,0.009200,0.023105,0.003899,0.105775,0.002033,0.002201,0.009674,0.035511,0.003684,0.041887,0.014834,0.003885,0.288283,0.020912,0.028847,0.144205,0.004439,0.023020,2.896282,0.318824,0.443394,0.306602,0.203014,0.186557,0.184496,0.247786,0.141503,0.149375,0.233180,0.131186,0.165562,0.008462,0.009761,0.046002,0.007189,0.017690,0.003971,0.080623,0.002378,0.002139,0.009076,0.027037,0.003644,0.019943,Snoring
0.052650,0.002922,2.623425,0.151900,0.197347,0.384383,0.007311,0.049446,-31.947884,1.975649,-0.282022,0.158283,0.764829,0.239511,0.081754,0.385590,-0.000889,0.104481,-0.307564,0.228045,-0.230198,0.011354,0.004924,0.075692,0.007590,0.028402,0.003680,0.125729,0.002146,0.002339,0.006665,0.016698,0.003605,0.042300,0.019393,0.002909,0.350807,0.017447,0.019525,0.217678,0.005488,0.040079,2.379492,0.366934,0.322857,0.223108,0.195699,0.164645,0.157345,0.165100,0.166276,0.155101,0.200759,0.147497,0.154589,0.010211,0.004223,0.038715,0.005795,0.021919,0.002622,0.079245,0.001941,0.001727,0.005022,0.011342,0.003425,0.018445,Snoring
0.086715,0.012428,3.113729,0.132411,0.150110,0.765885,0.005009,0.115635,-27.234197,1.829361,0.427109,-0.355765,-0.380207,0.002872,0.454920,0.278273,-0.160682,0.327766,-0.036153,-0.171815,-0.067886,0.009639,0.006942,0.015348,0.006107,0.021890,0.004449,0.037319,0.002165,0.004552,0.020513,0.022553,0.005845,0.015291,0.019714,0.010003,0.164904,0.020850,0.022909,0.210150,0.002349,0.032824,1.428336,0.398782,0.252847,0.247237,0.226910,0.184685,0.139253,0.194929,0.176450,0.164449,0.145373,0.144201,0.134342,0.006636,0.007353,0.009529,0.004442,0.019046,0.002924,0.026013,0.001497,0.003279,0.012837,0.012158,0.005279,0.006776,Snoring
0.027418,0.008447,3.063845,0.097721,0.161551,0.124374,0.007553,0.025681,-28.210031,3.053533,-0.253781,-0.040430,0.204233,0.580149,-0.195625,-0.224176,-0.229905,0.153057,0.101664,0.060023,0.162927,0.008147,0.000782,0.079529,0.020202,0.045443,0.011952,0.085194,0.003681,0.016933,0.007047,0.031993,0.001784,0.042066,0.008747,0.009470,0.138119,0.021759,0.025134,0.080939,0.003563,0.011060,1.761766,0.288893,0.217281,0.205091,0.137556,0.156072,0.180572,0.203724,0.159868,0.123355,0.124093,0.115982,0.123351,0.009886,0.000533,0.059848,0.018326,0.029455,0.009600,0.050744,0.004729,0.014133,0.004546,0.024965,0.001437,0.012006,Snoring
0.104328,0.004677,2.915012,0.206697,0.229306,0.599183,0.007373,0.161216,-29.682440,2.737145,0.627806,0.117547,0.335627,0.065956,0.139707,-0.057488,0.056092,0.009541,0.146192,0.013317,0.059673,0.005338,0.000933,0.035185,0.006784,0.043698,0.002857,0.124421,0.000810,0.003590,0.018736,0.024721,0.001128,0.039379,0.091285,0.004042,0.257614,0.071882,0.015951,0.569761,0.005657,0.169825,1.353256,0.642030,0.253866,0.391519,0.269601,0.173557,0.173824,0.161845,0.168815,0.173737,0.132448,0.134365,0.116951,0.005027,0.001158,0.025107,0.006380,0.031943,0.002745,0.074250,0.000886,0.003375,0.015816,0.017827,0.001216,0.017444,Snoring
0.180449,0.026748,3.108777,0.266243,0.244736,1.112862,0.008769,0.365971,-30.461775,2.722853,0.421840,0.257514,-0.035845,-0.175123,-0.258108,-0.058527,-0.042264,0.057088,0.077314,0.112294,0.117778,0.010240,0.001456,0.030391,0.012430,0.030379,0.018213,0.048196,0.001014,0.017332,0.015742,0.018098,0.003587,0.024951,0.097322,0.027555,0.223206,0.078419,0.029825,0.619474,0.007765,0.202552,2.592500,0.669564,0.380133,0.334411,0.218090,0.395311,0.260288,0.191759,0.178673,0.154106,0.160950,0.152275,0.172747,0.012342,0.001472,0.027648,0.017336,0.026039,0.023400,0.037442,0.001210,0.021498,0.015114,0.020759,0.003454,0.011003,Snoring
0.156711,0.009181,3.126027,0.242225,0.226706,1.058372,0.006417,0.281561,-29.901698,2.474304,0.505496,0.274023,-0.130144,-0.426973,-0.494070,0.024797,-0.004870,-0.065168,0.080945,0.040119,0.129013,0.014595,0.002157,0.022706,0.010903,0.024130,0.021046,0.033043,0.000816,0.014727,0.019839,0.014399,0.004991,0.017727,0.069822,0.013657,0.137246,0.068625,0.039463,0.512965,0.005862,0.177976,2.332963,0.707922,0.353607,0.262228,0.194938,0.347444,0.268124,0.162362,0.204188,0.192043,0.173312,0.159474,0.171268,0.013825,0.001595,0.019406,0.010155,0.023406,0.029109,0.023521,0.001076,0.019200,0.019526,0.011431,0.004373,0.009776,Snoring
0.057763,0.013572,2.973459,0.173912,0.215069,0.359021,0.006528,0.060118,-26.718603,1.461714,0.106744,0.608123,0.386623,0.774373,-0.043900,-0.270702,0.133630,0.226645,-0.018563,-0.019311,0.182850,0.004808,0.000946,0.073032,0.003518,0.031691,0.002197,0.158239,0.002275,0.002995,0.008914,0.030597,0.002053,0.052942,0.022146,0.016931,0.177613,0.020970,0.024849,0.179397,0.005620,0.047435,1.770501,0.478956,0.379593,0.161734,0.178826,0.231413,0.169714,0.186016,0.143938,0.143186,0.141472,0.130263,0.131838,0.004723,0.000928,0.059767,0.003514,0.025251,0.002101,0.098363,0.002361,0.003166,0.007562,0.029822,0.002401,0.021996,Snoring
0.031552,0.017968,2.944937,0.142516,0.207680,0.129050,0.012871,0.011034,-28.382041,2.738383,0.640983,0.344286,0.211890,0.103872,-0.137679,-0.029916,0.002320,0.156481,0.008138,0.157207,0.092867,0.009978,0.000377,0.060587,0.005842,0.018342,0.007689,0.211872,0.000354,0.008333,0.012013,0.041869,0.000790,0.066978,0.017137,0.022752,0.216149,0.023978,0.017850,0.092193,0.009137,0.008180,1.655412,0.591155,0.300760,0.225901,0.200791,0.311301,0.299586,0.238448,0.161301,0.152541,0.174998,0.168567,0.160266,0.019289,0.000327,0.050911,0.007323,0.019077,0.012424,0.115196,0.000406,0.014849,0.016322,0.035383,0.001086,0.024884,Snoring
0.047060,0.003432,2.981208,0.153695,0.195822,0.342004,0.004435,0.065771,-31.302834,2.617599,-0.283835,0.067814,0.019809,-0.353012,-0.091426,0.280219,0.280349,0.199758,0.149144,0.001351,-0.047862,0.011945,0.008104,0.115366,0.003242,0.011315,0.003610,0.134032,0.000764,0.002672,0.009923,0.020594,0.006438,0.049036,0.021421,0.002617,0.215675,0.025766,0.016048,0.242157,0.001964,0.058590,1.448427,0.383364,0.430646,0.178963,0.218439,0.260205,0.211838,0.222708,0.155602,0.123045,0.160409,0.153283,0.138063,0.009931,0.007772,0.051985,0.002526,0.008441,0.003355,0.069905,0.000640,0.002257,0.010874,0.014199,0.006525,0.017834,Snoring
